"","disclosure_year","disclosure_date","transaction_date","owner","ticker","asset_description","type","amount","representative","district","ptr_link","cap_gains_over_200_usd","lower_amount","upper_amount","symbol","pps_open","pps_high","pps_low","pps_close","sector","industry","fte","country","state","zip"
"182",2021,"04/23/2021",2021-03-19,"","NI","NiSource Inc","sale_full","$1,001 - $15,000","Hon. Lois Frankel","FL21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018606.pdf",FALSE,1001,15000,"NI",23.59,24,23.440001,23.690001,"Utilities","Utilities—Regulated Gas",7272,"United States","IN","46410"
"183",2021,"04/23/2021",2021-04-08,"","PPG","PPG Industries Inc","sale_partial","$1,001 - $15,000","Hon. Lois Frankel","FL21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018606.pdf",FALSE,1001,15000,"PPG",148.039993,150.009995,146.729996,148.050003,"Basic Materials","Specialty Chemicals",49300,"United States","PA","15272"
"184",2021,"04/23/2021",2021-03-24,"","PGR","Progressive Corporation","purchase","$1,001 - $15,000","Hon. Lois Frankel","FL21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018606.pdf",FALSE,1001,15000,"PGR",90.870003,93.879997,90.25,92.489998,"Financial Services","Insurance—Property & Casualty",49077,"United States","OH","44143"
"185",2021,"04/23/2021",2021-03-17,"","PGR","Progressive Corporation","purchase","$1,001 - $15,000","Hon. Lois Frankel","FL21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018606.pdf",FALSE,1001,15000,"PGR",91.300003,92.809998,90.290001,91.099998,"Financial Services","Insurance—Property & Casualty",49077,"United States","OH","44143"
"186",2021,"04/23/2021",2021-03-17,"","SON","Sonoco Products Company","sale_partial","$1,001 - $15,000","Hon. Lois Frankel","FL21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018606.pdf",FALSE,1001,15000,"SON",62.759998,63.380001,62.419998,63.130001,"Consumer Cyclical","Packaging & Containers",22000,"United States","SC","29550"
"187",2021,"04/23/2021",2021-03-18,"","TRV","The Travelers Companies Inc","sale_partial","$1,001 - $15,000","Hon. Lois Frankel","FL21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018606.pdf",FALSE,1001,15000,"TRV",159.800003,161.190002,156.350006,156.830002,"Financial Services","Insurance—Property & Casualty",30184,"United States","NY","10017"
"188",2021,"07/20/2021",2021-06-10,"","ADBE","Adobe Inc","purchase","$1,001 - $15,000","Hon. William R. Keating","MA09","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019116.pdf",FALSE,1001,15000,"ADBE",513.98999,536.409973,513.01001,535.52002,"Technology","Software—Infrastructure",25988,"United States","CA","95110-2704"
"189",2021,"07/20/2021",2021-06-10,"","VRSN","VeriSign Inc","sale_full","$1,001 - $15,000","Hon. William R. Keating","MA09","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019116.pdf",FALSE,1001,15000,"VRSN",218.5,221.100006,217.779999,220.970001,"Technology","Software—Infrastructure",902,"United States","VA","20190"
"190",2021,"12/15/2021",2021-11-24,"self","CBOE","Cboe Global Markets Inc","purchase","$1,001 - $15,000","Hon. Raúl M. Grijalva","AZ03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20020029.pdf",FALSE,1001,15000,"CBOE",128.699997,132.149994,128.259995,130.960007,"Financial Services","Financial Data & Stock Exchanges",1196,"United States","IL","60607"
"191",2021,"05/25/2021",2021-04-23,"","CARG","CarGurus Inc - Class A","purchase","$1,001 - $15,000","Hon. Lois Frankel","FL21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018768.pdf",FALSE,1001,15000,"CARG",25.48,25.870001,25.25,25.450001,"Communication Services","Internet Content & Information",1203,"United States","MA","02141"
"192",2021,"05/25/2021",2021-04-21,"","CARG","CarGurus Inc - Class A","sale_full","$1,001 - $15,000","Hon. Lois Frankel","FL21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018768.pdf",FALSE,1001,15000,"CARG",24.51,24.799999,23.83,24.76,"Communication Services","Internet Content & Information",1203,"United States","MA","02141"
"193",2021,"05/25/2021",2021-05-07,"","HAE","Haemonetics Corporation","sale_full","$1,001 - $15,000","Hon. Lois Frankel","FL21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018768.pdf",FALSE,1001,15000,"HAE",61.57,62.650002,60.93,61.040001,"Healthcare","Medical Instruments & Supplies",2708,"United States","MA","02110"
"194",2021,"05/25/2021",2021-05-06,"","HAE","Haemonetics Corporation","sale_partial","$1,001 - $15,000","Hon. Lois Frankel","FL21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018768.pdf",FALSE,1001,15000,"HAE",62.18,63.02,60.68,61.439999,"Healthcare","Medical Instruments & Supplies",2708,"United States","MA","02110"
"195",2021,"05/25/2021",2021-05-05,"","MDT","Medtronic plc Ordinary Shares","sale_partial","$1,001 - $15,000","Hon. Lois Frankel","FL21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018768.pdf",FALSE,1001,15000,"MDT",128.360001,128.449997,126.410004,127,"Healthcare","Medical Devices",90000,"Ireland",NA,"2"
"196",2021,"05/25/2021",2021-04-21,"","MS","Morgan Stanley","purchase","$1,001 - $15,000","Hon. Lois Frankel","FL21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018768.pdf",FALSE,1001,15000,"MS",76.730003,79.339996,76.25,79.25,"Financial Services","Capital Markets",76541,"United States","NY","10036"
"197",2021,"05/25/2021",2021-05-05,"","TMO","Thermo Fisher Scientific Inc","purchase","$1,001 - $15,000","Hon. Lois Frankel","FL21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018768.pdf",FALSE,1001,15000,"TMO",468.600006,473.5,464.820007,467.769989,"Healthcare","Diagnostics & Research",130000,"United States","MA","02451"
"198",2021,"01/07/2021",2020-12-11,"joint","MO","Altria Group Inc","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017973.pdf",FALSE,1001,15000,"MO",42.619999,43.139999,42.619999,43,"Consumer Defensive","Tobacco",6000,"United States","VA","23230"
"199",2021,"01/07/2021",2020-12-21,"joint","CSTL","Castle Biosciences Inc","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017973.pdf",FALSE,1001,15000,"CSTL",62.290001,72.305,60.419998,71.860001,"Healthcare","Diagnostics & Research",342,"United States","TX","77546"
"200",2021,"01/07/2021",2020-12-16,"joint","CTSH","Cognizant Tech Solutions","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017973.pdf",FALSE,1001,15000,"CTSH",80.639999,80.639999,78.839996,79.32,"Technology","Information Technology Services",330600,"United States","NJ","07666"
"201",2021,"01/07/2021",2020-12-16,"joint","DE","Deere & Company","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017973.pdf",FALSE,1001,15000,"DE",261.839996,262.380005,259.640015,261.119995,"Industrials","Farm & Heavy Construction Machinery",75550,"United States","IL","61265"
"202",2021,"01/07/2021",2020-12-24,"joint","DXCM","DexCom Inc","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017973.pdf",TRUE,1001,15000,"DXCM",89.135002,89.57,87.93,88.754997,"Healthcare","Medical Devices",6300,"United States","CA","92121"
"203",2021,"01/07/2021",2020-12-09,"joint","HD","Home Depot","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017973.pdf",TRUE,1001,15000,"HD",264.609985,265.769989,262.25,265.579987,"Consumer Cyclical","Home Improvement Retail",490600,"United States","GA","30339"
"204",2021,"01/07/2021",2020-12-21,"joint","ICUI","ICU Medical Inc","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017973.pdf",TRUE,1001,15000,"ICUI",210.860001,212.970001,202.869995,207.110001,"Healthcare","Medical Instruments & Supplies",8500,"United States","CA","92673"
"205",2021,"01/07/2021",2020-12-08,"joint","MEDP","Medpace Holdings","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017973.pdf",FALSE,1001,15000,"MEDP",137.729996,139.809998,136.809998,138.899994,"Healthcare","Diagnostics & Research",4700,"United States","OH","45227"
"206",2021,"01/07/2021",2020-12-16,"joint","MS","Morgan Stanley","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017973.pdf",FALSE,1001,15000,"MS",63.759998,64.370003,63.59,64.230003,"Financial Services","Capital Markets",76541,"United States","NY","10036"
"207",2021,"01/07/2021",2020-12-21,"joint","PHR","Phreesia Inc","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017973.pdf",TRUE,1001,15000,"PHR",53.52,54.200001,52.529999,53.5,"Healthcare","Health Information Services",1701,"United States","NC","27601"
"208",2021,"01/07/2021",2020-12-11,"joint","REGN","Regeneron Pharma","sale_full","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017973.pdf",FALSE,1001,15000,"REGN",478.220001,483.540009,471.579987,479.769989,"Healthcare","Biotechnology",10368,"United States","NY","10591-6707"
"209",2021,"01/07/2021",2020-12-11,"joint","CRM","Salesforce.com Inc","sale_full","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017973.pdf",FALSE,1001,15000,"CRM",221.919998,222.740005,219.979996,222.419998,"Technology","Software—Application",73541,"United States","CA","94105"
"210",2021,"01/07/2021",2020-12-02,"joint","SITE","SiteOne Landscape Supply Inc","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017973.pdf",TRUE,1001,15000,"SITE",137.529999,137.529999,131.139999,132.100006,"Industrials","Industrial Distribution",5250,"United States","GA","30076"
"211",2021,"01/07/2021",2020-12-15,"joint","UPS","United Parcel Service","purchase","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017973.pdf",FALSE,1001,15000,"UPS",167.100006,168.389999,166.139999,167.169998,"Industrials","Integrated Freight & Logistics",534000,"United States","GA","30328"
"212",2021,"01/07/2021",2020-12-08,"joint","VCYT","Veracyte Inc","sale_partial","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017973.pdf",TRUE,1001,15000,"VCYT",62.884998,62.945,60.23,60.330002,"Healthcare","Biotechnology",761,"United States","CA","94080"
"213",2021,"01/07/2021",2020-12-14,"joint","VTRS","Viatris Inc","sale_full","$1,001 - $15,000","Hon. Josh Gottheimer","NJ05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20017973.pdf",FALSE,1001,15000,"VTRS",17.34,17.530001,17.08,17.33,"Healthcare","Drug Manufacturers—Specialty & Generic",37000,"United States","PA","15317"
"214",2020,"01/07/2021",2020-11-12,"self","GPN","GLOBALY PAYMENTS INC","purchase","$50,001 - $100,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,50001,1e+05,"GPN",188.699997,188.699997,181.820007,184.429993,"Industrials","Specialty Business Services",25000,"United States","GA","30326"
"215",2020,"01/07/2021",2020-11-25,"self","FTNT","FORTINET INC","purchase","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,15001,50000,"FTNT",23.872,24.288,23.799999,23.972,"Technology","Software—Infrastructure",10195,"United States","CA","94086"
"216",2020,"01/07/2021",2020-11-27,"self","FTNT","FORTINET INC","purchase","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,15001,50000,"FTNT",24.214001,24.822001,24.148001,24.757999,"Technology","Software—Infrastructure",10195,"United States","CA","94086"
"217",2020,"01/07/2021",2020-11-27,"self","BSX","BOSTON SCIENTIFIC CORP","purchase","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,15001,50000,"BSX",33.900002,33.900002,33.439999,33.599998,"Healthcare","Medical Devices",41000,"United States","MA","01752-1234"
"218",2020,"01/07/2021",2020-11-24,"self","FTNT","FORTINET INC","purchase","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,15001,50000,"FTNT",23.562,23.780001,23.142,23.718,"Technology","Software—Infrastructure",10195,"United States","CA","94086"
"219",2020,"01/07/2021",2020-11-18,"self","MU","MICRON TECHNOLOGY INC","purchase","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"MU",61.5,62.040001,60.630001,60.740002,"Technology","Semiconductors",44000,"United States","ID","83716-9632"
"220",2020,"01/07/2021",2020-11-18,"self","CMCSA","COMCAST CORP","purchase","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"CMCSA",49.599998,50.380001,49.040001,49.139999,"Communication Services","Entertainment",189000,"United States","PA","19103-2838"
"221",2020,"01/07/2021",2020-11-04,"self","CMCSA","COMCAST CORP","purchase","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"CMCSA",44.27,44.610001,43.400002,43.700001,"Communication Services","Entertainment",189000,"United States","PA","19103-2838"
"222",2020,"01/07/2021",2020-11-03,"self","MU","MICRON TECHNOLOGY INC","purchase","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"MU",50.130001,51.59,50.009998,51.080002,"Technology","Semiconductors",44000,"United States","ID","83716-9632"
"223",2020,"01/07/2021",2020-11-18,"self","AIT","APPLIED INDUSTRIAL TECHNOLOGIES","purchase","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"AIT",77.440002,77.440002,74.760002,76.480003,"Industrials","Industrial Distribution",6008,"United States","OH","44115"
"224",2020,"01/07/2021",2020-11-03,"self","MU","MICRON TECHNOLOGY INC","purchase","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"MU",50.130001,51.59,50.009998,51.080002,"Technology","Semiconductors",44000,"United States","ID","83716-9632"
"225",2020,"01/07/2021",2020-11-18,"self","PLXS","PLEXUS CORP","purchase","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"PLXS",77.559998,77.599998,74.790001,74.82,"Technology","Electronic Components",20000,"United States","WI","54957"
"226",2020,"01/07/2021",2020-11-18,"self","NVT","NVENT ELECTRIC","purchase","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"NVT",21.690001,21.77,21.370001,21.559999,"Industrials","Electrical Equipment & Parts",9900,"United Kingdom",NA,"TW8 9DW"
"227",2020,"01/07/2021",2020-11-18,"self","FCFS","FIRSTCASH INC","purchase","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"FCFS",65.879997,67.18,65.209999,65.32,"Financial Services","Credit Services",17000,"United States","TX","76102"
"228",2020,"01/07/2021",2020-11-18,"self","HON","HONEYWELL INTERTIONAL INC","sale_full","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"HON",204.5,204.970001,200.960007,201.110001,"Industrials","Conglomerates",99000,"United States","NC","28202"
"229",2020,"01/07/2021",2020-11-18,"self","WWD","WOODWARD INC","sale_full","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"WWD",111.540001,111.93,107.480003,107.540001,"Industrials","Aerospace & Defense",7200,"United States","CO","80524"
"230",2020,"01/07/2021",2020-11-04,"self","ACN","ACCENTURE PLC","sale_full","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"ACN",225,230.899994,224.399994,227.919998,"Technology","Information Technology Services",699000,"Ireland",NA,"2"
"231",2020,"01/07/2021",2020-11-04,"self","BKNG","BOOKING HOLDINGS","sale_full","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,15001,50000,"BKNG",1702.969971,1751.829956,1674.800049,1713.319946,"Consumer Cyclical","Travel Services",20097,"United States","CT","06854"
"232",2020,"01/07/2021",2020-11-04,"self","EXPD","EXPEDITORS INTERNATIONAL WASHINGTON INC","sale_full","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,15001,50000,"EXPD",88.010002,89.489998,86.5,86.93,"Industrials","Integrated Freight & Logistics",19070,"United States","WA","98104"
"233",2020,"01/07/2021",2020-11-18,"self","AVY","AVERY DENNISON CORP","sale_full","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,15001,50000,"AVY",150.160004,151.5,147.410004,147.429993,"Industrials","Business Equipment & Supplies",36000,"United States","CA","91203"
"234",2020,"01/07/2021",2020-11-25,"self","ZTS","ZOETIS INC","purchase","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,15001,50000,"ZTS",161.990005,162.679993,159.25,160.190002,"Healthcare","Drug Manufacturers—Specialty & Generic",12100,"United States","NJ","07054"
"235",2020,"01/07/2021",2020-11-12,"self","EPAM","EPAM SYSTEM INC","sale_full","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"EPAM",331.959991,335.799988,328.940002,332.730011,"Technology","Information Technology Services",58824,"United States","PA","18940"
"236",2020,"01/07/2021",2020-11-24,"self","ADBE","ADOBE","sale_full","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,15001,50000,"ADBE",461.410004,464.48999,456.679993,462.700012,"Technology","Software—Infrastructure",25988,"United States","CA","95110-2704"
"237",2020,"01/07/2021",2020-11-30,"self","BDX","BECTON DICKINSON & COMPANY","sale_full","$50,001 - $100,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,50001,1e+05,"BDX",224.468292,229.16098,224.360977,229.112198,"Healthcare","Medical Instruments & Supplies",75000,"United States","NJ","07417-1880"
"238",2020,"01/07/2021",2020-11-27,"self","BDX","BECTON DICKINSON & COMPANY","sale_full","$50,001 - $100,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,50001,1e+05,"BDX",222.731705,223.902435,220.63414,223.37561,"Healthcare","Medical Instruments & Supplies",75000,"United States","NJ","07417-1880"
"239",2020,"01/07/2021",2020-11-12,"self","ADBE","ADOBE INC","sale_full","$50,001 - $100,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,50001,1e+05,"ADBE",473.48999,474.929993,461.149994,462.579987,"Technology","Software—Infrastructure",25988,"United States","CA","95110-2704"
"240",2020,"01/07/2021",2020-11-12,"dependent","GPN","GLOBAL PAYMENTS","purchase","$50,001 - $100,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,50001,1e+05,"GPN",188.699997,188.699997,181.820007,184.429993,"Industrials","Specialty Business Services",25000,"United States","GA","30326"
"241",2020,"01/07/2021",2020-11-25,"dependent","FTNT","FORTINET INC","purchase","$50,001 - $100,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,50001,1e+05,"FTNT",23.872,24.288,23.799999,23.972,"Technology","Software—Infrastructure",10195,"United States","CA","94086"
"242",2020,"01/07/2021",2020-11-27,"dependent","FTNT","FORTINET INC","purchase","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,15001,50000,"FTNT",24.214001,24.822001,24.148001,24.757999,"Technology","Software—Infrastructure",10195,"United States","CA","94086"
"243",2020,"01/07/2021",2020-11-27,"dependent","BSX","BOSTON SCIENTIFIC CORPORATION","purchase","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,15001,50000,"BSX",33.900002,33.900002,33.439999,33.599998,"Healthcare","Medical Devices",41000,"United States","MA","01752-1234"
"244",2020,"01/07/2021",2020-11-24,"dependent","FTNT","FORTINET INC","purchase","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,15001,50000,"FTNT",23.562,23.780001,23.142,23.718,"Technology","Software—Infrastructure",10195,"United States","CA","94086"
"245",2020,"01/07/2021",2020-11-18,"dependent","CMCSA","COMCAST CORPORATION","purchase","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,15001,50000,"CMCSA",49.599998,50.380001,49.040001,49.139999,"Communication Services","Entertainment",189000,"United States","PA","19103-2838"
"246",2020,"01/07/2021",2020-11-04,"dependent","CMCSA","COMCAST CORPORATION","purchase","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"CMCSA",44.27,44.610001,43.400002,43.700001,"Communication Services","Entertainment",189000,"United States","PA","19103-2838"
"247",2020,"01/07/2021",2020-11-18,"dependent","AIT","APPLIED INDUSTRIAL TECHNOLOGIES","purchase","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"AIT",77.440002,77.440002,74.760002,76.480003,"Industrials","Industrial Distribution",6008,"United States","OH","44115"
"248",2020,"01/07/2021",2020-11-18,"dependent","PLXS","PLEXUS CORPORATION","purchase","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"PLXS",77.559998,77.599998,74.790001,74.82,"Technology","Electronic Components",20000,"United States","WI","54957"
"249",2020,"01/07/2021",2020-11-18,"dependent","NVT","NVENT ELECTRIC","purchase","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"NVT",21.690001,21.77,21.370001,21.559999,"Industrials","Electrical Equipment & Parts",9900,"United Kingdom",NA,"TW8 9DW"
"250",2020,"01/07/2021",2020-11-18,"dependent","FCFS","FIRSTCASH INC","purchase","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"FCFS",65.879997,67.18,65.209999,65.32,"Financial Services","Credit Services",17000,"United States","TX","76102"
"251",2020,"01/07/2021",2020-11-18,"dependent","HON","HONEYWELL INTERNATIONAL INC","sale_full","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"HON",204.5,204.970001,200.960007,201.110001,"Industrials","Conglomerates",99000,"United States","NC","28202"
"252",2020,"01/07/2021",2020-11-18,"dependent","WWD","WOODWARD INC","sale_full","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"WWD",111.540001,111.93,107.480003,107.540001,"Industrials","Aerospace & Defense",7200,"United States","CO","80524"
"253",2020,"01/07/2021",2020-11-04,"dependent","ACN","ACCENTURE PLC","purchase","$1,001 - $15,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,1001,15000,"ACN",225,230.899994,224.399994,227.919998,"Technology","Information Technology Services",699000,"Ireland",NA,"2"
"254",2020,"01/07/2021",2020-11-18,"dependent","BKNG","BOOKING HOLDINGS INC","sale_full","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,15001,50000,"BKNG",2076,2103.51001,2044.02002,2044.599976,"Consumer Cyclical","Travel Services",20097,"United States","CT","06854"
"255",2020,"01/07/2021",2020-11-18,"dependent","AVY","AVERY DENISON COMPANY","sale_full","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,15001,50000,"AVY",150.160004,151.5,147.410004,147.429993,"Industrials","Business Equipment & Supplies",36000,"United States","CA","91203"
"256",2020,"01/07/2021",2020-11-25,"dependent","ZTS","ZOETIS INC","sale_full","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,15001,50000,"ZTS",161.990005,162.679993,159.25,160.190002,"Healthcare","Drug Manufacturers—Specialty & Generic",12100,"United States","NJ","07054"
"257",2020,"01/07/2021",2020-11-12,"dependent","EPAM","EPAM SYSTEM INC","sale_full","$15,001 - $50,000","Hon. Michael T. McCaul","TX10","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/8217799.pdf",FALSE,15001,50000,"EPAM",331.959991,335.799988,328.940002,332.730011,"Technology","Information Technology Services",58824,"United States","PA","18940"
