"","disclosure_year","disclosure_date","transaction_date","owner","ticker","asset_description","type","amount","representative","district","ptr_link","cap_gains_over_200_usd","lower_amount","upper_amount","symbol","pps_open","pps_high","pps_low","pps_close","sector","industry","fte","country","state","zip"
"166",2022,"06/04/2022",2022-05-03,"joint","T","AT&T Inc","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021127.pdf",FALSE,1001,15000,"T",19.18,19.68,19.040001,19.33,"Communication Services","Telecom Services",203160,"United States","TX","75202"
"167",2022,"06/04/2022",2022-05-13,"joint","EPD","Enterprise Products Partners LP","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021127.pdf",FALSE,1001,15000,"EPD",26.049999,26.58,25.940001,26.08,"Energy","Oil & Gas Midstream",NA,"United States","TX","77002-5227"
"168",2022,"06/04/2022",2022-05-16,"joint","GPP","Green Plains Partners LP - Common Units","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021127.pdf",FALSE,1001,15000,"GPP",12.98,13.25,12.81,12.97,"Energy","Oil & Gas Midstream",NA,"United States","NE","68106"
"169",2022,"06/04/2022",2022-05-09,"joint","HTGC","Hercules Capital Inc","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021127.pdf",FALSE,1001,15000,"HTGC",17.15,17.23,16.16,16.23,"Financial Services","Asset Management",90,"United States","CA","94301"
"170",2022,"06/04/2022",2022-05-19,"joint","HTGC","Hercules Capital Inc","sale_full","$50,001 - $100,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021127.pdf",FALSE,50001,1e+05,"HTGC",14.5,14.59,14.07,14.09,"Financial Services","Asset Management",90,"United States","CA","94301"
"171",2022,"06/04/2022",2022-05-17,"joint","KMI","Kinder Morgan Inc","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021127.pdf",FALSE,1001,15000,"KMI",19.559999,19.780001,19.469999,19.74,"Energy","Oil & Gas Midstream",10529,"United States","TX","77002"
"172",2022,"06/04/2022",2022-05-13,"joint","KNOP","KNOT Offshore Partners LP Common Units representing Limited Partner Interests","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021127.pdf",FALSE,1001,15000,"KNOP",16.049999,16.950001,16.049999,16.67,"Industrials","Marine Shipping",1,"United Kingdom",NA,"AB15 4YB"
"173",2022,"06/04/2022",2022-05-16,"joint","MMP","Magellan Midstream Partner LP","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021127.pdf",FALSE,1001,15000,"MMP",48.77,49.84,48.77,49.470001,"Energy","Oil & Gas Midstream",1715,"United States","OK","74121-2186"
"174",2022,"06/04/2022",2022-05-12,"joint","ORI","Old Republic International Corporation","sale_full","$15,001 - $50,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021127.pdf",FALSE,15001,50000,"ORI",22,22.4,21.870001,22.389999,"Financial Services","Insurance—Diversified",9600,"United States","IL","60601"
"175",2022,"06/04/2022",2022-05-18,"joint","OXBR","Oxbridge Re Holdings Limited Ordinary Shares","sale_full","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021127.pdf",FALSE,1001,15000,"OXBR",4.98,5.055,4.78,4.87,"Financial Services","Insurance—Reinsurance",3,"Cayman Islands",NA,"KY1-9006"
"176",2022,"06/04/2022",2022-05-16,"joint","PAA","Plains All American Pipeline LP Common Units representing Limited Partner Interests","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021127.pdf",FALSE,1001,15000,"PAA",10.59,10.79,10.5,10.71,"Energy","Oil & Gas Midstream",4100,"United States","TX","77002"
"177",2022,"06/04/2022",2022-05-17,"joint","SIRE","Sisecam Resources LP Common Units representing Limited Partner Interests","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021127.pdf",FALSE,1001,15000,"SIRE",18.790001,18.799999,18.24,18.24,"Basic Materials","Chemicals",NA,"United States","GA","30328-7108"
"178",2022,"06/04/2022",2022-05-03,"joint","SIRE","Sisecam Resources LP Common Units representing Limited Partner Interests","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021127.pdf",FALSE,1001,15000,"SIRE",19.4,19.799999,18.775,19.57,"Basic Materials","Chemicals",NA,"United States","GA","30328-7108"
"179",2022,"06/04/2022",2022-05-06,"joint","SIRE","Sisecam Resources LP Common Units representing Limited Partner Interests","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021127.pdf",FALSE,1001,15000,"SIRE",19,19.07,18.799999,18.82,"Basic Materials","Chemicals",NA,"United States","GA","30328-7108"
"180",2022,"06/04/2022",2022-05-09,"joint","USDP","USD Partners LP Sisecam Resources LP Common Units representing Limited Partner Interests","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021127.pdf",FALSE,1001,15000,"USDP",6.11,6.15,5.75,5.8,"Industrials","Railroads",NA,"United States","TX","77002"
"181",2022,"06/04/2022",2022-05-17,"joint","WBD","Warner Bros Discovery Inc Series A","sale_full","$15,001 - $50,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021127.pdf",FALSE,15001,50000,"WBD",17.690001,18.360001,17.58,18.360001,"Communication Services","Entertainment",11000,"United States","NY","10003"
"182",2022,"06/04/2022",2022-05-10,"joint","DRE","Duke Realty Corporation","sale_partial","$1,001 - $15,000","Hon. Robert J. Wittman","VA01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021150.pdf",FALSE,1001,15000,"DRE",55.02,56.380001,47.119999,49.580002,"Real Estate","REIT—Industrial",340,"United States","IN","46240"
"183",2022,"04/01/2022",2022-03-07,"joint","NEE","NextEra Energy Inc","sale_full","$1,001 - $15,000","Hon. Donald Sternoff Beyer","VA08","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020618.pdf",FALSE,1001,15000,"NEE",80.959999,84.389999,80.720001,84.18,"Utilities","Utilities—Regulated Electric",15000,"United States","FL","33408"
"184",2022,"02/19/2022",2022-01-21,"joint","MSFT","Microsoft Corporation","sale_partial","$1,001 - $15,000","Hon. Deborah K. Ross","NC02","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020492.pdf",FALSE,1001,15000,"MSFT",302.690002,304.109985,295.609985,296.029999,"Technology","Software—Infrastructure",181000,"United States","WA","98052-6399"
"185",2022,"02/19/2022",2022-01-27,"joint","MSFT","Microsoft Corporation","sale_partial","$1,001 - $15,000","Hon. Deborah K. Ross","NC02","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020492.pdf",FALSE,1001,15000,"MSFT",302.660004,307.299988,297.929993,299.839996,"Technology","Software—Infrastructure",181000,"United States","WA","98052-6399"
"186",2022,"05/21/2022",2022-05-02,"self","STZ","Constellation Brands Inc","purchase","$15,001 - $50,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021090.pdf",FALSE,15001,50000,"STZ",247.259995,248.419998,242.029999,244.029999,"Consumer Defensive","Beverages—Wineries & Distilleries",10000,"United States","NY","14564"
"187",2022,"05/21/2022",2022-05-05,"self","ICE","Intercontental Exchange Inc","sale_partial","$1,001 - $15,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021090.pdf",FALSE,1001,15000,"ICE",108.169998,108.489998,100.889999,101.629997,"Financial Services","Financial Data & Stock Exchanges",8858,"United States","GA","30328"
"188",2022,"05/21/2022",2022-05-06,"self","ICE","Intercontental Exchange Inc","sale_full","$15,001 - $50,000","Hon. Alan S. Lowenthal","CA47","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021090.pdf",FALSE,15001,50000,"ICE",101.360001,101.480003,98.669998,99.809998,"Financial Services","Financial Data & Stock Exchanges",8858,"United States","GA","30328"
"189",2022,"07/05/2022",2022-06-29,"joint","MO","Altria Group Inc","sale_full","$100,001 - $250,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021315.pdf",FALSE,100001,250000,"MO",41.549999,42.75,41.419998,41.759998,"Consumer Defensive","Tobacco",6000,"United States","VA","23230"
"190",2022,"07/05/2022",2022-06-14,"joint","T","AT&T Inc","sale_full","$100,001 - $250,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021315.pdf",FALSE,100001,250000,"T",19.879999,19.959999,19.299999,19.450001,"Communication Services","Telecom Services",203160,"United States","TX","75202"
"191",2022,"07/05/2022",2022-06-30,"joint","BTI","British American Tobacco Industries plc Common Stock ADR","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021315.pdf",FALSE,1001,15000,"BTI",42.740002,43.099998,42.619999,42.91,"Consumer Defensive","Tobacco",54365,"United Kingdom",NA,"WC2R 2PG"
"192",2022,"07/05/2022",2022-06-13,"joint","BTI","British American Tobacco Industries plc Common Stock ADR","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021315.pdf",FALSE,1001,15000,"BTI",42.48,42.639999,41.790001,41.900002,"Consumer Defensive","Tobacco",54365,"United Kingdom",NA,"WC2R 2PG"
"193",2022,"07/05/2022",2022-06-17,"joint","DUK","Duke Energy Corporation Depositary Shares ech representing 1/1000th interest in a share of 5.75% Series A Cumulative Redeemable Perpetual Preferred Stock","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021315.pdf",FALSE,1001,15000,"DUK",99.239998,99.959999,96.870003,97.82,"Utilities","Utilities—Regulated Electric",27605,"United States","NC","28202-1803"
"194",2022,"07/05/2022",2022-06-23,"joint","EPD","Enterprise Products Partners LP","sale_full","$100,001 - $250,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021315.pdf",FALSE,100001,250000,"EPD",24.200001,24.25,23.309999,23.6,"Energy","Oil & Gas Midstream",NA,"United States","TX","77002-5227"
"195",2022,"07/05/2022",2022-06-23,"joint","XOM","Exxon Mobil Corporation","sale_full","$100,001 - $250,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021315.pdf",FALSE,100001,250000,"XOM",88.660004,89.050003,83.519997,85.209999,"Energy","Oil & Gas Integrated",63000,"United States","TX","75039-2298"
"196",2022,"07/05/2022",2022-06-13,"joint","XOM","Exxon Mobil Corporation","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021315.pdf",FALSE,1001,15000,"XOM",97.519997,97.769997,93.919998,95.849998,"Energy","Oil & Gas Integrated",63000,"United States","TX","75039-2298"
"197",2022,"07/05/2022",2022-06-13,"joint","GPP","Green Plains Partners LP - Common Units","sale_full","$15,001 - $50,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021315.pdf",FALSE,15001,50000,"GPP",12.57,12.693,12.26,12.3,"Energy","Oil & Gas Midstream",NA,"United States","NE","68106"
"198",2022,"07/05/2022",2022-06-10,"joint","KNOP","KNOT Offshore Partners LP Unites rep Limited Partner Interests","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021315.pdf",FALSE,1001,15000,"KNOP",16.6,17.01,16.370001,16.879999,"Industrials","Marine Shipping",1,"United Kingdom",NA,"AB15 4YB"
"199",2022,"07/05/2022",2022-06-15,"joint","MMP","Magellan Midstream partners LP Limiter Partnership","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021315.pdf",FALSE,1001,15000,"MMP",50.700001,51.310001,49.189999,49.389999,"Energy","Oil & Gas Midstream",1715,"United States","OK","74121-2186"
"200",2022,"07/05/2022",2022-06-22,"joint","MFC","Manulife Financial Corporation","sale_full","$100,001 - $250,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021315.pdf",FALSE,100001,250000,"MFC",16.85,16.879999,16.67,16.75,"Financial Services","Insurance—Life",38000,"Canada","ON","M4W 1E5"
"201",2022,"07/05/2022",2022-06-28,"joint","NHI","National Health Investors Inc","purchase","$15,001 - $50,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021315.pdf",FALSE,15001,50000,"NHI",62.049999,62.650002,61.66,61.669998,"Real Estate","REIT—Healthcare Facilities",19,"United States","TN","37129"
"202",2022,"07/05/2022",2022-06-23,"joint","PAA","Plains All American Pipeline LP Common units rep limited partner interests","sale_full","$100,001 - $250,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021315.pdf",FALSE,100001,250000,"PAA",9.87,9.94,9.46,9.59,"Energy","Oil & Gas Midstream",4100,"United States","TX","77002"
"203",2022,"07/05/2022",2022-06-17,"joint","RIO","Rio Tinto Plc","sale_full","$50,001 - $100,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021315.pdf",FALSE,50001,1e+05,"RIO",66.080002,66.300003,63.880001,64.540001,"Basic Materials","Other Industrial Metals & Mining",49000,"United Kingdom",NA,"SW1Y 4AD"
"204",2022,"07/05/2022",2022-06-10,"joint","SIRE","Siscam Resources LP Common Units representing limited partner interests","purchase","$1,001 - $15,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021315.pdf",FALSE,1001,15000,"SIRE",18.1,18.572001,17.799999,17.799999,"Basic Materials","Chemicals",NA,"United States","GA","30328-7108"
"205",2022,"07/05/2022",2022-06-03,"joint","TTE","TotalEnergies SE","sale_full","$50,001 - $100,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021315.pdf",FALSE,50001,1e+05,"TTE",58.040001,58.860001,58.009998,58.77,"Energy","Oil & Gas Integrated",101309,"France",NA,"92400"
"206",2022,"07/05/2022",2022-06-03,"joint","USDP","USD Partners LP Common Units representing limited partner interests","purchase","$15,001 - $50,000","Hon. Virginia Foxx","NC05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021315.pdf",FALSE,15001,50000,"USDP",6.12,6.16,5.8,5.91,"Industrials","Railroads",NA,"United States","TX","77002"
"207",2022,"04/06/2022",2022-03-09,"joint","UBS","UBS Group AG Registered Ordinary Shares","sale_partial","$100,001 - $250,000","Hon. Mikie Sherrill","NJ11","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020589.pdf",FALSE,100001,250000,"UBS",16.969999,17.145,16.84,16.9,"Financial Services","Banks—Diversified",71697,"Switzerland",NA,"8001"
"208",2022,"06/03/2022",2022-05-10,"self","DHR","Danaher Corporation","purchase","$1,001 - $15,000","Hon. Cindy Axne","IA03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021134.pdf",FALSE,1001,15000,"DHR",243.970001,245.330002,234.789993,240.449997,"Healthcare","Diagnostics & Research",78000,"United States","DC","20037-1701"
"209",2022,"06/03/2022",2022-05-10,"self","DHR","Danaher Corporation","purchase","$1,001 - $15,000","Hon. Cindy Axne","IA03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021134.pdf",FALSE,1001,15000,"DHR",243.970001,245.330002,234.789993,240.449997,"Healthcare","Diagnostics & Research",78000,"United States","DC","20037-1701"
"210",2022,"06/03/2022",2022-05-04,"self","JNJ","Johnson & Johnson","sale_full","$1,001 - $15,000","Hon. Cindy Axne","IA03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021134.pdf",FALSE,1001,15000,"JNJ",178.149994,180.5,177.149994,180.199997,"Healthcare","Drug Manufacturers—General",144000,"United States","NJ","08933"
"211",2022,"06/03/2022",2022-05-04,"self","JNJ","Johnson & Johnson","sale_full","$1,001 - $15,000","Hon. Cindy Axne","IA03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021134.pdf",FALSE,1001,15000,"JNJ",178.149994,180.5,177.149994,180.199997,"Healthcare","Drug Manufacturers—General",144000,"United States","NJ","08933"
"212",2022,"06/03/2022",2022-05-12,"self","JPM","JP Morgan Chase & Co","sale_full","$1,001 - $15,000","Hon. Cindy Axne","IA03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021134.pdf",FALSE,1001,15000,"JPM",117,118.32,115.370003,118.040001,"Financial Services","Banks—Diversified",273948,"United States","NY","10179"
"213",2022,"06/03/2022",2022-05-12,"self","JPM","JP Morgan Chase & Co","sale_full","$1,001 - $15,000","Hon. Cindy Axne","IA03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021134.pdf",FALSE,1001,15000,"JPM",117,118.32,115.370003,118.040001,"Financial Services","Banks—Diversified",273948,"United States","NY","10179"
"214",2022,"06/03/2022",2022-05-25,"self","KKR","KKR & Company Inc 6% MCONV PFD 6%","purchase","$1,001 - $15,000","Hon. Cindy Axne","IA03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021134.pdf",FALSE,1001,15000,"KKR",48.860001,50.950001,48.830002,50.599998,"Financial Services","Asset Management",3238,"United States","NY","10001"
"215",2022,"06/03/2022",2022-05-25,"self","KKR","KKR & Company Inc 6% MCONV PFD 6%","purchase","$1,001 - $15,000","Hon. Cindy Axne","IA03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021134.pdf",FALSE,1001,15000,"KKR",48.860001,50.950001,48.830002,50.599998,"Financial Services","Asset Management",3238,"United States","NY","10001"
"216",2022,"06/03/2022",2022-05-23,"self","SYK","Stryker Corporation - CALL option strike $250 expires 06/17/2022","sale_partial","$1,001 - $15,000","Hon. Michael C. Burgess","TX26","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021120.pdf",FALSE,1001,15000,"SYK",235,235.559998,230.589996,233.050003,"Healthcare","Medical Devices",46000,"United States","MI","49002"
"217",2022,"06/03/2022",2022-05-31,"joint","HON","Honeywell International Inc","sale_full","$15,001 - $50,000","Hon. Ron Estes","KS04","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021149.pdf",FALSE,15001,50000,"HON",193.559998,195.389999,191.570007,193.619995,"Industrials","Conglomerates",99000,"United States","NC","28202"
"218",2022,"06/03/2022",2022-05-13,"self","AAPL","Apple Inc - 100 Call options strike of $80 expires 3/17/23","purchase","$500,001 - $1,000,000","Hon. Nancy Pelosi","CA12","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021142.pdf",FALSE,500001,1e+06,"AAPL",144.589996,148.100006,143.110001,147.110001,"Technology","Consumer Electronics",154000,"United States","CA","95014"
"219",2022,"06/03/2022",2022-05-24,"self","AAPL","Apple Inc - 50 Call options strike of $80 expires 6/16/23","purchase","$250,001 - $500,000","Hon. Nancy Pelosi","CA12","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021142.pdf",FALSE,250001,5e+05,"AAPL",140.809998,141.970001,137.330002,140.360001,"Technology","Consumer Electronics",154000,"United States","CA","95014"
"220",2022,"06/03/2022",2022-05-24,"self","MSFT","Microsoft Corporation - 10 Call options strike of $180 expires 6/16/23","purchase","$50,001 - $100,000","Hon. Nancy Pelosi","CA12","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021142.pdf",FALSE,50001,1e+05,"MSFT",257.890015,261.329987,253.5,259.619995,"Technology","Software—Infrastructure",181000,"United States","WA","98052-6399"
"221",2022,"06/03/2022",2022-05-24,"self","MSFT","Microsoft Corporation - 40 Call options strike of $180 expires 6/16/23","purchase","$250,001 - $500,000","Hon. Nancy Pelosi","CA12","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20021142.pdf",FALSE,250001,5e+05,"MSFT",257.890015,261.329987,253.5,259.619995,"Technology","Software—Infrastructure",181000,"United States","WA","98052-6399"
"222",2022,"04/12/2022",2022-03-18,"joint","C","Citigroup Global Markets Holdings MTN 03/23/2027","purchase","$250,001 - $500,000","Hon. Kevin Hern","OK01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf",FALSE,250001,5e+05,"C",56.939999,57.630001,56.73,57.349998,"Financial Services","Banks—Diversified",228000,"United States","NY","10013"
"223",2022,"04/12/2022",2022-03-31,"joint","DVN","Devon Energy Corporation","purchase","$15,001 - $50,000","Hon. Kevin Hern","OK01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf",FALSE,15001,50000,"DVN",60.080002,61.529999,59.119999,59.130001,"Energy","Oil & Gas E&P",1600,"United States","OK","73102-5015"
"224",2022,"04/12/2022",2022-03-31,"joint","DVN","Devon Energy Corporation","purchase","$1,001 - $15,000","Hon. Kevin Hern","OK01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf",FALSE,1001,15000,"DVN",60.080002,61.529999,59.119999,59.130001,"Energy","Oil & Gas E&P",1600,"United States","OK","73102-5015"
"225",2022,"04/12/2022",2022-03-10,"joint","EMR","Emerson Electric Company","purchase","$1,001 - $15,000","Hon. Kevin Hern","OK01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf",FALSE,1001,15000,"EMR",94.120003,95,93.610001,94.739998,"Industrials","Specialty Industrial Machinery",86700,"United States","MO","63136"
"226",2022,"04/12/2022",2022-03-10,"joint","XOM","Exxon Mobil Corporation","purchase","$1,001 - $15,000","Hon. Kevin Hern","OK01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf",FALSE,1001,15000,"XOM",84.010002,85.68,82.900002,85.360001,"Energy","Oil & Gas Integrated",63000,"United States","TX","75039-2298"
"227",2022,"04/12/2022",2022-03-24,"joint","HD","Home Depot Inc","purchase","$1,001 - $15,000","Hon. Kevin Hern","OK01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf",FALSE,1001,15000,"HD",317.149994,319.399994,314.299988,315.779999,"Consumer Cyclical","Home Improvement Retail",490600,"United States","GA","30339"
"228",2022,"04/12/2022",2022-03-11,"joint","HON","Honeywell International Inc","purchase","$1,001 - $15,000","Hon. Kevin Hern","OK01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf",FALSE,1001,15000,"HON",186.380005,186.929993,182.029999,182.240005,"Industrials","Conglomerates",99000,"United States","NC","28202"
"229",2022,"04/12/2022",2022-03-01,"joint","INTC","Intel Corporation","purchase","$1,001 - $15,000","Hon. Kevin Hern","OK01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf",FALSE,1001,15000,"INTC",47.540001,47.900002,46.220001,46.82,"Technology","Semiconductors",122900,"United States","CA","95054-1549"
"230",2022,"04/12/2022",2022-03-08,"joint","JNJ","Johnson & Johnson","purchase","$1,001 - $15,000","Hon. Kevin Hern","OK01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf",FALSE,1001,15000,"JNJ",172.039993,173.119995,168.509995,168.720001,"Healthcare","Drug Manufacturers—General",144000,"United States","NJ","08933"
"231",2022,"04/12/2022",2022-03-25,"joint","LMT","Lockheed Martin Corporation","purchase","$1,001 - $15,000","Hon. Kevin Hern","OK01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf",FALSE,1001,15000,"LMT",450.029999,457.529999,450,453.660004,"Industrials","Aerospace & Defense",114000,"United States","MD","20817"
"232",2022,"04/12/2022",2022-03-10,"joint","MSFT","Microsoft Corporation","purchase","$1,001 - $15,000","Hon. Kevin Hern","OK01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf",FALSE,1001,15000,"MSFT",283.019989,286.600006,280.579987,285.589996,"Technology","Software—Infrastructure",181000,"United States","WA","98052-6399"
"233",2022,"04/12/2022",2022-03-23,"joint","MS","Morgan Stanley Fin LLC Ser A MTN 09/23/2025","sale_full","$250,001 - $500,000","Hon. Kevin Hern","OK01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf",FALSE,250001,5e+05,"MS",93.410004,94,91.889999,92.379997,"Financial Services","Capital Markets",76541,"United States","NY","10036"
"234",2022,"04/12/2022",2022-03-15,"joint","NEE","NextEra Energy Inc","purchase","$1,001 - $15,000","Hon. Kevin Hern","OK01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf",FALSE,1001,15000,"NEE",80.199997,82.260002,80.099998,81.980003,"Utilities","Utilities—Regulated Electric",15000,"United States","FL","33408"
"235",2022,"04/12/2022",2022-03-14,"joint","PXD","Pioneer Natural Resources Company","purchase","$1,001 - $15,000","Hon. Kevin Hern","OK01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf",FALSE,1001,15000,"PXD",231.330002,233.059998,221.699997,229.339996,"Energy","Oil & Gas E&P",1932,"United States","TX","75039"
"236",2022,"04/12/2022",2022-03-14,"joint","PXD","Pioneer Natural Resource Company","purchase","$1,001 - $15,000","Hon. Kevin Hern","OK01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf",FALSE,1001,15000,"PXD",231.330002,233.059998,221.699997,229.339996,"Energy","Oil & Gas E&P",1932,"United States","TX","75039"
"237",2022,"04/12/2022",2022-03-14,"joint","PXD","Pioneer Natural Resource Company","purchase","$1,001 - $15,000","Hon. Kevin Hern","OK01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf",FALSE,1001,15000,"PXD",231.330002,233.059998,221.699997,229.339996,"Energy","Oil & Gas E&P",1932,"United States","TX","75039"
"238",2022,"04/12/2022",2022-03-24,"joint","RTX","Raytheon Technologies Corporation","purchase","$1,001 - $15,000","Hon. Kevin Hern","OK01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf",FALSE,1001,15000,"RTX",101.660004,102.199997,101.129997,101.709999,"Industrials","Aerospace & Defense",174000,"United States","MA","02451"
"239",2022,"04/12/2022",2022-03-10,"joint","ROK","Rockwell Automation Inc","purchase","$1,001 - $15,000","Hon. Kevin Hern","OK01","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020789.pdf",FALSE,1001,15000,"ROK",265.529999,266.929993,259.01001,262.549988,"Industrials","Specialty Industrial Machinery",24500,"United States","WI","53204"
